3.400000000000000244e-01 1.375019862751930333e+00
3.400000000000000244e-01 1.375033193152490618e+00
3.400000000000000244e-01 1.375033555271202301e+00
3.400000000000000244e-01 1.375020943352206260e+00
3.400000000000000244e-01 1.375032111604046481e+00
3.400000000000000244e-01 1.375034283583113970e+00
3.400000000000000244e-01 1.375023479881376742e+00
3.400000000000000244e-01 1.375030779406057446e+00
3.400000000000000244e-01 1.375034758548616454e+00
3.400000000000000244e-01 1.375025765061408167e+00
3.400000000000000244e-01 1.375029194480360761e+00
3.400000000000000244e-01 1.375034982027484975e+00
3.400000000000000244e-01 1.375027797323287393e+00
3.400000000000000244e-01 1.375027358061976068e+00
3.400000000000000244e-01 1.375034952994647508e+00
3.400000000000000244e-01 1.375029577606283748e+00
3.400000000000000244e-01 1.375025269486639390e+00
3.400000000000000244e-01 1.375034672080172493e+00
3.400000000000000244e-01 1.375031105409642240e+00
3.400000000000000244e-01 1.375022929180565123e+00
3.400000000000000244e-01 1.375034138964152053e+00
3.400000000000000244e-01 1.375032381060679709e+00
3.400000000000000244e-01 1.375020336944324573e+00
3.400000000000000244e-01 1.375033353872519459e+00
3.400000000000000244e-01 1.375033404411748261e+00
3.400000000000000244e-01 1.375020478823595793e+00
3.400000000000000244e-01 1.375032316719249970e+00
3.400000000000000244e-01 1.375034175586741236e+00
3.400000000000000244e-01 1.375023059608385001e+00
3.400000000000000244e-01 1.375031027595450039e+00
3.400000000000000244e-01 1.375034694556817039e+00
3.400000000000000244e-01 1.375025388043955354e+00
3.400000000000000244e-01 1.375029486493418940e+00
3.400000000000000244e-01 1.375034961378791998e+00
3.400000000000000244e-01 1.375027464128147026e+00
3.400000000000000244e-01 1.375027693461355227e+00
3.400000000000000244e-01 1.375034976061259462e+00
3.400000000000000244e-01 1.375029287901571973e+00
3.400000000000000244e-01 1.375025648515442178e+00
3.400000000000000244e-01 1.375034738641309984e+00
3.400000000000000244e-01 1.375030859379031467e+00
3.400000000000000244e-01 1.375023351691901263e+00
3.400000000000000244e-01 1.375034249138965103e+00
3.400000000000000244e-01 1.375032178592161092e+00
3.400000000000000244e-01 1.375020803014132209e+00
3.400000000000000244e-01 1.375033507585760484e+00
3.400000000000000244e-01 1.375033245562141015e+00
3.400000000000000244e-01 1.375020007149813539e+00
3.400000000000000244e-01 1.375032514006308215e+00
3.400000000000000244e-01 1.375034060316783879e+00
3.400000000000000244e-01 1.375022631568890263e+00
3.400000000000000244e-01 1.375031268428719589e+00
3.400000000000000244e-01 1.375034622881987634e+00
3.400000000000000244e-01 1.375025003617344144e+00
3.400000000000000244e-01 1.375029770881083468e+00
3.400000000000000244e-01 1.375034933283036720e+00
3.400000000000000244e-01 1.375027123320136324e+00
3.400000000000000244e-01 1.375028021391033972e+00
3.400000000000000244e-01 1.375034991546670637e+00
3.400000000000000244e-01 1.375028990701749887e+00
3.400000000000000244e-01 1.375026019986888004e+00
3.400000000000000244e-01 1.375034797699232536e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
3.400500500500500678e-01 1.375005833592203963e+00
3.400500500500500678e-01 1.375017661940462155e+00
3.400500500500500678e-01 1.375016519613410981e+00
3.400500500500500678e-01 1.375003156630308032e+00
3.400500500500500678e-01 1.375016789694563757e+00
3.400500500500500678e-01 1.375017457954868183e+00
3.400500500500500678e-01 1.375005148513381181e+00
3.400500500500500678e-01 1.375015667179531498e+00
3.400500500500500678e-01 1.375018142552549394e+00
3.400500500500500678e-01 1.375007643810737257e+00
3.400500500500500678e-01 1.375014291656507348e+00
3.400500500500500678e-01 1.375018575847392510e+00
3.400500500500500678e-01 1.375009885968206946e+00
3.400500500500500678e-01 1.375012664752442104e+00
3.400500500500500678e-01 1.375018756469001069e+00
3.400500500500500678e-01 1.375011876228054986e+00
3.400500500500500678e-01 1.375010785570310423e+00
3.400500500500500678e-01 1.375018685251963468e+00
3.400500500500500678e-01 1.375013613909504828e+00
3.400500500500500678e-01 1.375008654673958608e+00
3.400500500500500678e-01 1.375018361754866358e+00
3.400500500500500678e-01 1.375015099446252664e+00
3.400500500500500678e-01 1.375006271782166278e+00
3.400500500500500678e-01 1.375017786275288811e+00
3.400500500500500678e-01 1.375016332627357452e+00
3.400500500500500678e-01 1.375003637102429677e+00
3.400500500500500678e-01 1.375016958684516011e+00
3.400500500500500678e-01 1.375017313613855485e+00
3.400500500500500678e-01 1.375004692012805840e+00
3.400500500500500678e-01 1.375015879098576477e+00
3.400500500500500678e-01 1.375018042354658743e+00
3.400500500500500678e-01 1.375007230454365237e+00
3.400500500500500678e-01 1.375014547494764594e+00
3.400500500500500678e-01 1.375018518919404853e+00
3.400500500500500678e-01 1.375009516508897356e+00
3.400500500500500678e-01 1.375012963929826304e+00
3.400500500500500678e-01 1.375018743308821012e+00
3.400500500500500678e-01 1.375011550223560253e+00
3.400500500500500678e-01 1.375011128414594719e+00
3.400500500500500678e-01 1.375018715564341854e+00
3.400500500500500678e-01 1.375013331608976541e+00
3.400500500500500678e-01 1.375009040988154352e+00
3.400500500500500678e-01 1.375018435703115660e+00
3.400500500500500678e-01 1.375014860698949848e+00
3.400500500500500678e-01 1.375006701671907638e+00
3.400500500500500678e-01 1.375017903758078752e+00
3.400500500500500678e-01 1.375016137513072723e+00
3.400500500500500678e-01 1.375004110499175924e+00
3.400500500500500678e-01 1.375017119752706130e+00
3.400500500500500678e-01 1.375017162079799071e+00
3.400500500500500678e-01 1.375004227673175983e+00
3.400500500500500678e-01 1.375016083715480786e+00
3.400500500500500678e-01 1.375017934424348498e+00
3.400500500500500678e-01 1.375006809730427548e+00
3.400500500500500678e-01 1.375014795673971779e+00
3.400500500500500678e-01 1.375018454572094484e+00
3.400500500500500678e-01 1.375009139410541481e+00
3.400500500500500678e-01 1.375013255655819222e+00
3.400500500500500678e-01 1.375018722549426142e+00
3.400500500500500678e-01 1.375011216737957787e+00
3.400500500500500678e-01 1.375011463689032709e+00
3.400500500500500678e-01 1.375018738382593586e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
3.401001001001001112e-01 1.374991630730962422e+00
3.401001001001001112e-01 1.375001958390218215e+00
3.401001001001001112e-01 1.374999312799193074e+00
3.401001001001001112e-01 1.374989163289812355e+00
3.401001001001001112e-01 1.375001295193045259e+00
3.401001001001001112e-01 1.375000461061025581e+00
3.401001001001001112e-01 1.374986647111069438e+00
3.401001001001001112e-01 1.375000382232265839e+00
3.401001001001001112e-01 1.375001355070724074e+00
3.401001001001001112e-01 1.374989352384230479e+00
3.401001001001001112e-01 1.374999215906449690e+00
3.401001001001001112e-01 1.375001998030048744e+00
3.401001001001001112e-01 1.374991804235163428e+00
3.401001001001001112e-01 1.374997798358755130e+00
3.401001001001001112e-01 1.375002388112728013e+00
3.401001001001001112e-01 1.374994004307289019e+00
3.401001001001001112e-01 1.374996128383037197e+00
3.401001001001001112e-01 1.375002526425769256e+00
3.401001001001001112e-01 1.374995951679535144e+00
3.401001001001001112e-01 1.374994206727611745e+00
3.401001001001001112e-01 1.375002412364614512e+00
3.401001001001001112e-01 1.374997646928938000e+00
3.401001001001001112e-01 1.374992033000777436e+00
3.401001001001001112e-01 1.375002046323981819e+00
3.401001001001001112e-01 1.374999089758635940e+00
3.401001001001001112e-01 1.374989607475660680e+00
3.401001001001001112e-01 1.375001428116888968e+00
3.401001001001001112e-01 1.375000280380626938e+00
3.401001001001001112e-01 1.374986930039308941e+00
3.401001001001001112e-01 1.375000557893792719e+00
3.401001001001001112e-01 1.375001218713150841e+00
3.401001001001001112e-01 1.374988902705957194e+00
3.401001001001001112e-01 1.374999435611186982e+00
3.401001001001001112e-01 1.375001904843800915e+00
3.401001001001001112e-01 1.374991398551171695e+00
3.401001001001001112e-01 1.374998061337885824e+00
3.401001001001001112e-01 1.375002338762321141e+00
3.401001001001001112e-01 1.374993642028643936e+00
3.401001001001001112e-01 1.374996435077248114e+00
3.401001001001001112e-01 1.375002520516372506e+00
3.401001001001001112e-01 1.374995633143163642e+00
3.401001001001001112e-01 1.374994556872499496e+00
3.401001001001001112e-01 1.375002450119094277e+00
3.401001001001001112e-01 1.374997371931701906e+00
3.401001001001001112e-01 1.374992426742277285e+00
3.401001001001001112e-01 1.375002127605509550e+00
3.401001001001001112e-01 1.374998858411657476e+00
3.401001001001001112e-01 1.374990044721247306e+00
3.401001001001001112e-01 1.375001552997545451e+00
3.401001001001001112e-01 1.375000092612488345e+00
3.401001001001001112e-01 1.374987410834838775e+00
3.401001001001001112e-01 1.375000726324295153e+00
3.401001001001001112e-01 1.375001074558525938e+00
3.401001001001001112e-01 1.374988445715253693e+00
3.401001001001001112e-01 1.374999647612681342e+00
3.401001001001001112e-01 1.375001804275349793e+00
3.401001001001001112e-01 1.374990985193633941e+00
3.401001001001001112e-01 1.374998316890414074e+00
3.401001001001001112e-01 1.375002281788931136e+00
3.401001001001001112e-01 1.374993272288013380e+00
